"MSSubClass","MSZoning","LotArea","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","Exterior1st","Exterior2nd","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","Fence","SalePrice"
180,"RM",1596,"Reg","Lvl","MeadowV","Twnhs","SLvl",4,5,1973,1973,"CemntBd","CmentBd",0,"TA","CBlock","Gd","TA","GLQ",462,"Unf",0,462,"TA","Y",526,462,988,1,1,0,2,1,"TA",5,"Typ",0,"Po","BuiltIn",1973,"Unf",1,297,"TA","TA","Y",120,101,"GdWo",91000
20,"RL",8475,"IR1","Lvl","NAmes","1Fam","1Story",4,7,1956,1956,"VinylSd","VinylSd",0,"TA","CBlock","TA","TA","ALQ",228,"Unf",724,952,"Ex","Y",952,0,952,0,1,0,2,1,"TA",4,"Typ",0,"Gd","Detchd",1956,"Unf",1,283,"TA","TA","Y",0,0,"MnPrv",135750
50,"RM",8635,"Reg","Lvl","BrkSide","1Fam","1.5Fin",5,5,1948,2001,"Wd Sdng","Wd Sdng",0,"TA","CBlock","TA","TA","BLQ",336,"GLQ",295,672,"TA","Y",1072,213,1285,1,1,0,2,1,"TA",6,"Min1",0,"Gd","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,"MnPrv",127000
90,"RL",10778,"Reg","Lvl","Sawyer","Duplex","1Story",4,5,1968,1968,"HdBoard","HdBoard",0,"TA","CBlock","TA","TA","Unf",0,"Unf",1768,1768,"TA","N",1768,0,1768,0,2,0,4,2,"TA",8,"Typ",0,"TA","Attchd",1946,"Unf",0,0,"TA","TA","Y",0,0,"GdWo",136500
50,"RM",10440,"Reg","Lvl","OldTown","1Fam","2Story",5,6,1910,1981,"Wd Sdng","Wd Sdng",0,"TA","PConc","TA","TA","Unf",0,"Unf",440,440,"Gd","Y",682,548,1230,0,1,1,2,1,"TA",5,"Typ",0,"Gd","Detchd",1966,"Unf",2,440,"TA","TA","Y",74,0,"MnPrv",110000
60,"RL",13000,"Reg","Lvl","NAmes","1Fam","2Story",6,6,1968,1968,"VinylSd","VinylSd",576,"TA","CBlock","Gd","TA","Rec",448,"Unf",448,896,"TA","Y",1182,960,2142,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","Attchd",1968,"Fin",1,509,"TA","TA","Y",0,72,"GdPrv",193500
120,"RM",4500,"Reg","Lvl","Mitchel","TwnhsE","1Story",6,5,1998,1998,"VinylSd","VinylSd",443,"TA","PConc","Ex","Gd","GLQ",1201,"Unf",36,1237,"Ex","Y",1337,0,1337,1,2,0,2,1,"TA",5,"Typ",0,"TA","Attchd",1998,"Fin",2,405,"TA","TA","Y",0,199,"MnPrv",153500
20,"RL",10206,"Reg","Lvl","Somerst","1Fam","1Story",8,5,2007,2007,"VinylSd","VinylSd",468,"TA","PConc","Gd","TA","GLQ",33,"Unf",1530,1563,"Ex","Y",1563,0,1563,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"RFn",3,758,"TA","TA","Y",144,99,"GdPrv",245000
20,"RL",8892,"IR1","Lvl","NAmes","1Fam","1Story",5,5,1960,1960,"MetalSd","MetalSd",66,"TA","CBlock","TA","TA","Unf",0,"Unf",1065,1065,"Gd","Y",1065,0,1065,0,1,1,3,1,"TA",6,"Typ",0,"Gd","Detchd",1974,"Unf",2,461,"TA","TA","Y",74,0,"GdWo",126500
80,"RL",8530,"IR1","Lvl","Gilbert","1Fam","SLvl",7,5,1995,1996,"HdBoard","HdBoard",22,"TA","PConc","Gd","TA","Unf",0,"Unf",384,384,"Gd","Y",804,670,1474,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1995,"Fin",2,400,"TA","TA","Y",120,72,"MnPrv",168500
60,"RL",16059,"Reg","Lvl","NoRidge","1Fam","2Story",8,5,1991,1992,"HdBoard","HdBoard",284,"Gd","CBlock","Gd","TA","Unf",0,"Unf",1288,1288,"Ex","Y",1301,1116,2417,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1991,"Unf",2,462,"TA","TA","Y",127,82,"GdPrv",260000
60,"RL",11911,"IR2","Lvl","Gilbert","1Fam","2Story",6,5,2005,2005,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","Unf",0,"Unf",684,684,"Ex","Y",684,876,1560,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","BuiltIn",2005,"Fin",2,400,"TA","TA","Y",100,38,"GdPrv",174000
160,"FV",3951,"Reg","Lvl","Somerst","TwnhsE","2Story",6,5,2009,2009,"VinylSd","VinylSd",76,"Gd","PConc","Gd","TA","Unf",0,"Unf",612,612,"Ex","Y",612,612,1224,0,2,1,2,1,"Gd",4,"Typ",0,"TA","Detchd",2009,"RFn",2,528,"TA","TA","Y",0,234,"GdPrv",164500
50,"C (all)",8470,"IR1","Lvl","IDOTRR","1Fam","1.5Fin",3,2,1915,1982,"Plywood","Plywood",0,"Fa","CBlock","TA","Fa","Unf",0,"Unf",1013,1013,"TA","N",1013,0,1526,0,1,0,2,1,"Fa",6,"Typ",0,"TA","2Types",1928,"Unf",0,0,"TA","TA","N",0,0,"MnPrv",85000
20,"RL",8070,"Reg","Lvl","CollgCr","1Fam","1Story",4,5,1994,1995,"VinylSd","VinylSd",0,"TA","PConc","Gd","TA","GLQ",588,"Unf",402,990,"Ex","Y",990,0,990,1,1,0,3,1,"TA",5,"Typ",0,"Gd","Detchd",1955,"Unf",0,0,"TA","TA","Y",0,0,"MnPrv",123600
20,"RL",7200,"Reg","Lvl","NAmes","1Fam","1Story",4,5,1950,1950,"BrkFace","Wd Sdng",0,"TA","Slab","TA","TA","Unf",0,"Unf",0,0,"TA","Y",1040,0,1040,0,1,0,2,1,"TA",4,"Typ",0,"Gd","Detchd",1950,"Unf",2,420,"TA","TA","Y",0,29,"MnPrv",109900
20,"RL",8500,"Reg","Lvl","NAmes","1Fam","1Story",5,3,1961,1961,"HdBoard","HdBoard",203,"TA","CBlock","TA","TA","Rec",600,"Unf",635,1235,"TA","Y",1235,0,1235,0,1,0,2,1,"TA",6,"Typ",0,"Gd","Attchd",1961,"Unf",2,480,"TA","TA","Y",0,0,"GdWo",98600
30,"RL",13360,"IR1","HLS","Crawfor","1Fam","1Story",5,7,1921,2006,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","Gd","TA","ALQ",713,"Unf",163,876,"Ex","Y",964,0,964,1,1,0,2,1,"TA",5,"Typ",0,"Gd","Detchd",1921,"Unf",2,432,"TA","TA","Y",0,0,"MnPrv",163500
190,"C (all)",7200,"Reg","Lvl","OldTown","2fmCon","2.5Unf",6,6,1910,1998,"MetalSd","MetalSd",0,"TA","BrkTil","TA","Fa","Rec",1046,"Unf",168,1214,"Ex","N",1260,1031,2291,0,2,0,4,2,"TA",9,"Typ",1,"Gd","Detchd",1900,"Unf",2,506,"TA","TA","Y",0,0,"MnPrv",133900
60,"RL",9337,"IR1","Lvl","CollgCr","1Fam","2Story",6,5,1997,1997,"VinylSd","VinylSd",0,"TA","PConc","Gd","TA","GLQ",648,"Unf",176,824,"Ex","Y",905,881,1786,1,2,1,3,1,"Gd",7,"Typ",0,"TA","Attchd",1997,"RFn",2,684,"TA","TA","Y",0,162,"MnPrv",204750
60,"RL",9765,"IR2","Lvl","Gilbert","1Fam","2Story",6,8,1993,1993,"VinylSd","VinylSd",68,"Ex","PConc","Gd","Gd","ALQ",310,"Unf",370,680,"Gd","Y",680,790,1470,0,2,1,3,1,"TA",6,"Typ",1,"TA","BuiltIn",1993,"Fin",2,420,"TA","TA","Y",232,63,"MnPrv",185000
20,"RL",10264,"IR1","Lvl","CollgCr","1Fam","1Story",7,5,1999,1999,"VinylSd","VinylSd",183,"Gd","PConc","Gd","TA","ALQ",1162,"Unf",426,1588,"Ex","Y",1588,0,1588,0,2,0,3,1,"Gd",6,"Typ",0,"TA","Attchd",1999,"RFn",2,472,"TA","TA","Y",158,29,"MnPrv",214000
20,"RL",10921,"Reg","HLS","Edwards","1Fam","1Story",4,5,1965,1965,"HdBoard","HdBoard",48,"TA","CBlock","TA","TA","Rec",520,"Unf",440,960,"TA","Y",960,0,960,1,1,0,3,1,"TA",6,"Typ",0,"Po","Attchd",1965,"Fin",1,432,"TA","TA","P",120,0,"GdWo",94750
30,"RL",10625,"Reg","Lvl","Edwards","1Fam","1Story",5,5,1920,1950,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","TA","TA","ALQ",108,"Unf",350,458,"Fa","N",835,0,835,0,1,0,2,1,"TA",5,"Typ",0,"TA","Basment",1920,"Unf",1,366,"Fa","TA","Y",0,0,"MnPrv",83000
20,"RL",9320,"IR1","Lvl","NAmes","1Fam","1Story",4,5,1959,1959,"Plywood","Plywood",0,"TA","CBlock","TA","TA","ALQ",569,"Unf",381,950,"Fa","Y",1225,0,1225,1,1,1,3,1,"TA",6,"Typ",0,"Gd","Attchd",1959,"Unf",0,0,"TA","TA","Y",352,0,"MnPrv",128950
20,"RL",10603,"IR1","Lvl","NWAmes","1Fam","1Story",6,7,1977,2001,"Plywood","Plywood",28,"TA","PConc","TA","TA","ALQ",1200,"Unf",410,1610,"Gd","Y",1610,0,1610,1,2,0,3,1,"Gd",6,"Typ",2,"TA","Attchd",1977,"RFn",2,480,"TA","TA","Y",168,68,"MnPrv",205000
60,"RL",9206,"Reg","Lvl","SawyerW","1Fam","2Story",6,5,1985,1985,"HdBoard","HdBoard",336,"Gd","CBlock","Gd","TA","Unf",0,"Unf",741,741,"TA","Y",977,755,1732,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1985,"Fin",2,476,"TA","TA","Y",192,46,"MnPrv",178000
90,"RL",7018,"Reg","Bnk","SawyerW","Duplex","1Story",5,5,1979,1979,"HdBoard","HdBoard",0,"TA","Slab","Gd","TA","Unf",0,"Unf",0,0,"TA","Y",1535,0,1535,0,2,0,4,2,"TA",8,"Typ",0,"TA","Attchd",1979,"Unf",2,410,"TA","TA","Y",0,0,"GdWo",118964
20,"RL",10402,"IR1","Lvl","CollgCr","1Fam","1Story",7,5,2009,2009,"VinylSd","VinylSd",0,"TA","PConc","Gd","TA","Unf",0,"Unf",1226,1226,"Ex","Y",1226,0,1226,0,2,0,3,1,"Gd",6,"Typ",0,"Gd","Attchd",2009,"RFn",3,740,"TA","TA","Y",0,36,"GdPrv",198900
50,"RM",7758,"Reg","Lvl","IDOTRR","1Fam","1.5Fin",7,4,1931,1950,"Stucco","Stucco",600,"TA","PConc","TA","TA","LwQ",224,"Unf",816,1040,"Ex","Y",1226,592,1818,0,1,1,4,1,"TA",7,"Typ",2,"TA","Detchd",1951,"Unf",1,240,"TA","TA","Y",0,0,"MnPrv",169500
60,"FV",9375,"Reg","Lvl","Somerst","1Fam","2Story",8,5,2003,2004,"VinylSd","VinylSd",768,"Gd","PConc","Ex","TA","Unf",0,"Unf",1053,1053,"Ex","Y",1053,939,1992,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2003,"RFn",2,648,"TA","TA","Y",140,45,"MnPrv",250000
30,"RM",10800,"Reg","Lvl","OldTown","1Fam","1Story",4,7,1885,1995,"VinylSd","VinylSd",0,"TA","BrkTil","Fa","TA","Unf",0,"Unf",641,641,"Gd","Y",1047,0,1047,0,1,0,2,1,"TA",6,"Typ",0,"Gd","Detchd",1954,"Unf",1,273,"Fa","Fa","N",0,0,"MnPrv",100000
20,"RM",6000,"Reg","Lvl","OldTown","1Fam","1Story",5,5,1948,1950,"VinylSd","VinylSd",0,"TA","CBlock","TA","TA","ALQ",104,"BLQ",516,789,"Ex","Y",789,0,789,0,1,0,2,1,"TA",5,"Typ",0,"TA","Detchd",1948,"Unf",1,250,"TA","TA","Y",0,0,"MnPrv",115000
50,"RM",8500,"Reg","Lvl","IDOTRR","1Fam","1.5Fin",5,7,1919,2005,"CemntBd","CmentBd",0,"TA","CBlock","TA","TA","Unf",0,"Unf",793,793,"TA","N",997,520,1517,0,2,0,3,1,"Fa",7,"Typ",0,"Gd","Detchd",1930,"Unf",0,0,"TA","TA","N",0,0,"GdWo",115000
20,"RL",11751,"IR1","Lvl","NWAmes","1Fam","1Story",6,6,1977,1977,"Plywood","Plywood",480,"TA","CBlock","Gd","TA","BLQ",705,"Unf",1139,1844,"Ex","Y",1844,0,1844,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1977,"RFn",2,546,"TA","TA","Y",0,122,"MnPrv",190000
50,"RL",9525,"Reg","Lvl","Edwards","1Fam","1.5Fin",6,4,1954,1972,"Wd Sdng","Wd Sdng",0,"TA","CBlock","TA","Fa","Rec",444,"Unf",550,994,"Gd","Y",1216,639,1855,0,2,0,4,1,"TA",7,"Typ",0,"Gd","Attchd",1954,"Unf",1,325,"TA","TA","Y",182,0,"GdPrv",136900
80,"RL",7750,"IR1","Lvl","Gilbert","1Fam","SLvl",7,5,2000,2000,"VinylSd","VinylSd",0,"TA","PConc","Gd","TA","GLQ",250,"Unf",134,384,"Ex","Y",774,656,1430,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",2000,"Fin",2,400,"TA","TA","Y",180,0,"MnPrv",180000
60,"RL",9965,"Reg","Lvl","CollgCr","1Fam","2Story",7,5,2007,2007,"VinylSd","VinylSd",220,"Gd","PConc","Ex","TA","GLQ",984,"Unf",280,1264,"Ex","Y",1282,1414,2696,1,2,1,4,1,"Ex",10,"Typ",1,"Gd","BuiltIn",2007,"Fin",3,792,"TA","TA","Y",120,184,"GdPrv",383970
20,"RL",21000,"Reg","Bnk","Crawfor","1Fam","1Story",6,5,1953,1953,"Wd Sdng","Wd Sdng",184,"TA","CBlock","Gd","TA","ALQ",35,"Rec",905,1809,"TA","Y",2259,0,2259,1,2,0,3,1,"Gd",7,"Typ",2,"Gd","Basment",1953,"Unf",2,450,"TA","TA","Y",166,120,"MnPrv",217000
70,"RL",7259,"IR1","Lvl","Crawfor","1Fam","2Story",6,8,1945,2002,"Wd Sdng","Wd Sdng",0,"TA","CBlock","TA","TA","ALQ",774,"LwQ",104,1028,"Ex","Y",1436,884,2320,1,2,1,3,1,"Gd",9,"Typ",1,"TA","Detchd",1945,"Unf",1,180,"TA","TA","Y",224,0,"MnPrv",259500
160,"FV",3230,"Reg","Lvl","Somerst","TwnhsE","2Story",6,5,1999,1999,"MetalSd","MetalSd",1129,"TA","PConc","Gd","TA","GLQ",419,"Unf",310,729,"Gd","Y",729,729,1458,0,2,1,2,1,"TA",5,"Typ",1,"Fa","Detchd",1999,"Unf",2,440,"TA","TA","Y",0,32,"MnPrv",176000
20,"RL",11616,"Reg","Lvl","Sawyer","1Fam","1Story",5,5,1962,1962,"Wd Sdng","Wd Sdng",116,"TA","CBlock","TA","TA","LwQ",170,"BLQ",252,1092,"TA","Y",1092,0,1092,0,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd",1962,"Unf",1,288,"TA","TA","Y",0,20,"MnPrv",139000
20,"RL",8536,"Reg","Lvl","Edwards","1Fam","1Story",5,5,2006,2007,"VinylSd","VinylSd",0,"TA","PConc","Gd","TA","Unf",0,"Unf",1125,1125,"Gd","Y",1125,0,1125,0,1,1,2,1,"TA",5,"Typ",0,"Gd","Attchd",2007,"Unf",2,430,"TA","TA","Y",80,64,"MnPrv",155000
60,"RL",12376,"Reg","Lvl","SawyerW","1Fam","2Story",7,5,1990,1990,"Plywood","Plywood",0,"TA","PConc","Gd","TA","GLQ",1470,"Unf",203,1673,"Gd","Y",1699,1523,3222,1,3,0,5,1,"Gd",11,"Typ",2,"TA","Attchd",1990,"Unf",3,594,"TA","TA","Y",367,0,"MnPrv",320000
60,"RL",8461,"Reg","Lvl","CollgCr","1Fam","2Story",6,5,2005,2006,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","Unf",0,"Unf",728,728,"Ex","Y",728,728,1456,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2005,"Fin",2,390,"TA","TA","Y",0,24,"GdWo",163990
80,"RL",21453,"IR1","Low","ClearCr","1Fam","SLvl",6,5,1969,1969,"Plywood","Plywood",0,"TA","CBlock","TA","TA","ALQ",938,"Unf",0,938,"Ex","Y",988,0,988,1,1,0,1,1,"TA",4,"Typ",2,"TA","Attchd",1969,"Unf",2,540,"TA","TA","Y",0,130,"MnPrv",180000
50,"RM",6060,"Reg","Lvl","IDOTRR","1Fam","1.5Fin",4,5,1939,1950,"AsbShng","AsbShng",0,"TA","PConc","TA","TA","Unf",0,"Unf",732,732,"Gd","Y",772,351,1123,0,1,0,3,1,"TA",4,"Typ",0,"Gd","Detchd",1979,"Unf",1,264,"TA","TA","P",0,0,"MnPrv",100000
20,"RL",9464,"Reg","Lvl","NAmes","1Fam","1Story",6,7,1958,1958,"MetalSd","MetalSd",135,"TA","CBlock","TA","TA","BLQ",570,"Unf",510,1080,"Gd","Y",1080,0,1080,0,1,0,3,1,"TA",5,"Typ",0,"Gd","Attchd",1958,"Unf",1,288,"TA","TA","Y",0,0,"MnPrv",136000
120,"RL",7892,"Reg","Lvl","SawyerW","TwnhsE","1Story",6,5,1993,1993,"Plywood","Plywood",0,"Gd","PConc","Gd","TA","GLQ",300,"Unf",899,1199,"Ex","Y",1199,0,1199,0,2,0,2,1,"Gd",5,"Typ",0,"TA","Attchd",1993,"RFn",2,530,"TA","TA","Y",0,63,"GdPrv",153900
20,"RL",17043,"IR1","Lvl","NWAmes","1Fam","1Story",6,5,1979,1998,"HdBoard","HdBoard",0,"TA","CBlock","Gd","Fa","Unf",0,"Unf",1362,1362,"TA","Y",1586,0,1586,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1979,"Unf",2,435,"TA","TA","Y",192,0,"GdPrv",181000
190,"RM",6780,"Reg","Lvl","IDOTRR","2fmCon","1.5Fin",6,8,1935,1982,"Wd Sdng","Wd Sdng",0,"TA","CBlock","TA","TA","GLQ",490,"Unf",30,520,"Gd","N",520,0,754,1,1,0,2,1,"TA",5,"Typ",0,"Gd","Detchd",1940,"Unf",0,0,"TA","TA","N",53,0,"MnPrv",84500
120,"RL",4928,"IR1","Lvl","NPkVill","TwnhsE","1Story",6,5,1976,1976,"Plywood","Plywood",0,"TA","CBlock","Gd","TA","ALQ",120,"Unf",958,1078,"TA","Y",958,0,958,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1977,"RFn",2,440,"TA","TA","Y",0,205,"MnPrv",128000
45,"RM",4388,"IR1","Bnk","OldTown","1Fam","1.5Unf",5,7,1930,1950,"WdShing","Wd Sdng",0,"TA","BrkTil","TA","TA","LwQ",116,"Unf",556,672,"Ex","Y",840,0,840,0,1,0,3,1,"TA",5,"Typ",1,"TA","Detchd",1939,"Unf",0,0,"TA","TA","N",0,0,"MnPrv",87000
60,"RL",7590,"Reg","Lvl","NAmes","1Fam","2Story",6,5,1966,1966,"VinylSd","VinylSd",266,"TA","CBlock","TA","TA","BLQ",512,"Unf",148,660,"TA","Y",660,688,1348,0,1,1,3,1,"TA",6,"Typ",1,"Fa","Attchd",1966,"RFn",2,453,"TA","TA","Y",188,108,"GdPrv",155000
20,"RL",8973,"Reg","Lvl","NAmes","1Fam","1Story",5,7,1958,1991,"Plywood","Plywood",85,"TA","CBlock","TA","TA","Rec",567,"BLQ",413,1008,"TA","Y",1053,0,1053,0,1,1,3,1,"Ex",6,"Typ",0,"Gd","2Types",1998,"RFn",2,750,"TA","TA","Y",0,80,"MnWw",150000
60,"RL",14200,"Reg","Lvl","NAmes","1Fam","2Story",7,6,1966,1966,"MetalSd","MetalSd",309,"TA","CBlock","TA","TA","Rec",445,"Unf",479,924,"Ex","Y",1216,941,2157,0,2,1,4,1,"Gd",8,"Typ",2,"Gd","Attchd",1966,"Fin",2,487,"TA","TA","Y",105,66,"GdPrv",226000
60,"RL",12224,"IR1","Lvl","Gilbert","1Fam","2Story",6,5,2000,2000,"VinylSd","VinylSd",40,"Gd","PConc","Gd","TA","GLQ",695,"Unf",297,992,"Ex","Y",1022,1032,2054,1,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn",2000,"RFn",2,390,"TA","TA","Y",24,48,"GdPrv",244000
20,"RL",7388,"Reg","Lvl","NAmes","1Fam","1Story",5,6,1959,2002,"MetalSd","MetalSd",0,"TA","CBlock","TA","TA","Rec",405,"Unf",658,1063,"Gd","Y",1327,0,1327,1,1,0,3,1,"Gd",7,"Typ",0,"Gd","Detchd",1974,"Unf",2,624,"TA","TA","Y",0,0,"MnPrv",150750
20,"RL",6853,"IR1","Lvl","Timber","1Fam","1Story",8,5,2001,2002,"VinylSd","VinylSd",136,"Gd","PConc","Ex","TA","GLQ",1005,"Unf",262,1267,"Ex","Y",1296,0,1296,1,2,0,2,1,"Gd",6,"Typ",0,"Gd","Attchd",2001,"Fin",2,471,"TA","TA","Y",192,25,"MnPrv",220000
20,"RL",10335,"IR1","Lvl","Sawyer","1Fam","1Story",5,6,1968,1993,"Plywood","Plywood",0,"TA","CBlock","TA","TA","Rec",570,"Unf",891,1461,"Gd","Y",1721,0,1721,0,2,1,3,1,"TA",7,"Min1",1,"TA","Attchd",1968,"RFn",2,440,"TA","TA","Y",0,96,"MnPrv",180000
20,"RL",10400,"Reg","Lvl","NWAmes","1Fam","1Story",7,6,1970,1970,"Plywood","Plywood",288,"TA","PConc","TA","TA","Unf",0,"Unf",1304,1304,"Gd","Y",1682,0,1682,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1970,"Unf",2,530,"TA","TA","Y",98,0,"MnPrv",174000
20,"RL",10355,"IR1","Lvl","NAmes","1Fam","1Story",5,5,1967,1967,"MetalSd","MetalSd",196,"TA","CBlock","TA","TA","BLQ",695,"Unf",519,1214,"TA","Y",1214,0,1214,0,2,0,3,1,"TA",5,"Typ",1,"Fa","Attchd",1967,"RFn",1,318,"TA","TA","Y",0,111,"GdWo",143000
90,"RL",11070,"Reg","Lvl","Mitchel","Duplex","1Story",7,5,1988,1989,"VinylSd","VinylSd",70,"TA","CBlock","TA","TA","Unf",0,"Unf",1907,1907,"Gd","Y",1959,0,1959,0,3,0,5,2,"TA",9,"Typ",0,"Gd","2Types",1989,"Unf",3,766,"TA","TA","Y",0,0,"MnPrv",171000
60,"RL",9066,"IR1","Lvl","CollgCr","1Fam","2Story",8,5,1999,2000,"VinylSd","VinylSd",320,"Gd","PConc","Gd","TA","GLQ",668,"Unf",336,1004,"Ex","Y",1004,848,1852,0,2,1,3,1,"Gd",7,"Typ",2,"TA","Attchd",1999,"Fin",3,660,"TA","TA","Y",224,106,"GdPrv",230000
60,"RL",15426,"IR1","Lvl","CollgCr","1Fam","2Story",6,5,1997,1997,"VinylSd","VinylSd",0,"TA","PConc","Gd","TA","GLQ",821,"Unf",107,928,"Ex","Y",928,836,1764,1,2,1,3,1,"Gd",7,"Typ",0,"TA","Attchd",1997,"RFn",2,470,"TA","TA","Y",276,99,"MnPrv",231500
20,"RL",10500,"Reg","Lvl","NAmes","1Fam","1Story",4,5,1971,1971,"HdBoard","HdBoard",0,"TA","CBlock","TA","TA","ALQ",432,"Unf",432,864,"TA","Y",864,0,864,0,1,0,3,1,"TA",5,"Typ",1,"Po","Detchd",1972,"Unf",0,0,"TA","TA","Y",0,0,"MnPrv",115000
20,"RL",11645,"Reg","Lvl","CollgCr","1Fam","1Story",7,5,2005,2005,"VinylSd","VinylSd",0,"Gd","PConc","Gd","TA","GLQ",1300,"Unf",434,1734,"Ex","Y",1734,0,1734,1,2,0,3,1,"Gd",7,"Typ",0,"Gd","Attchd",2005,"Fin",2,660,"TA","TA","Y",160,24,"MnPrv",260000
50,"RL",8520,"Reg","Lvl","NAmes","1Fam","1.5Fin",5,4,1952,1952,"BrkFace","Wd Sdng",0,"TA","CBlock","TA","TA","Rec",507,"Unf",403,910,"Fa","Y",910,475,1385,0,2,0,4,1,"TA",6,"Typ",0,"TA","Detchd",2000,"Unf",2,720,"TA","TA","Y",0,0,"MnPrv",166000
20,"RL",10335,"IR1","Lvl","CollgCr","1Fam","1Story",7,5,1999,1999,"VinylSd","VinylSd",183,"Gd","PConc","Gd","TA","GLQ",679,"Unf",811,1490,"Ex","Y",1501,0,1501,1,2,0,3,1,"Gd",6,"Typ",0,"TA","Attchd",1999,"RFn",2,577,"TA","TA","Y",144,29,"MnPrv",204000
90,"RM",9100,"Reg","Lvl","Sawyer","Duplex","1Story",5,5,1963,1963,"HdBoard","HdBoard",336,"TA","CBlock","TA","TA","Rec",1332,"Unf",396,1728,"TA","Y",1728,0,1728,1,2,0,6,2,"TA",10,"Typ",0,"TA","Detchd",1963,"Unf",2,504,"TA","TA","Y",0,0,"MnPrv",125000
160,"RM",2522,"Reg","Lvl","Edwards","Twnhs","2Story",6,5,2004,2006,"VinylSd","VinylSd",50,"Gd","PConc","Gd","TA","Unf",0,"Unf",970,970,"Ex","Y",970,739,1709,0,2,0,3,1,"Gd",7,"Maj1",0,"TA","Detchd",2004,"Unf",2,380,"TA","TA","Y",0,40,"MnPrv",130000
30,"RM",6120,"Reg","Lvl","BrkSide","1Fam","1Story",5,7,1931,1993,"Wd Sdng","Wd Sdng",0,"TA","BrkTil","TA","TA","BLQ",209,"Unf",506,715,"TA","Y",875,0,875,1,1,0,2,1,"TA",5,"Typ",0,"TA","Detchd",1931,"Unf",1,180,"Fa","TA","Y",48,0,"MnPrv",105000
60,"RL",9505,"IR1","Lvl","Gilbert","1Fam","2Story",7,5,2001,2001,"VinylSd","VinylSd",180,"Gd","PConc","Gd","TA","Unf",0,"Unf",884,884,"Ex","Y",884,1151,2035,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2001,"Fin",2,434,"TA","TA","Y",144,48,"GdPrv",222500
20,"RL",7500,"Reg","Lvl","SawyerW","1Fam","1Story",7,5,2004,2005,"VinylSd","VinylSd",120,"TA","PConc","Gd","TA","GLQ",680,"Unf",400,1080,"Ex","Y",1080,0,1080,1,1,0,3,1,"Gd",6,"Typ",0,"Gd","Attchd",2004,"Fin",0,0,"TA","TA","Y",0,0,"MnPrv",141000
50,"RM",6240,"Reg","Lvl","BrkSide","1Fam","1.5Fin",5,4,1936,1950,"MetalSd","MetalSd",0,"TA","BrkTil","Gd","TA","Unf",0,"Unf",896,896,"Gd","Y",896,448,1344,0,1,0,3,1,"TA",7,"Typ",0,"Po","Detchd",1936,"Unf",1,240,"Fa","TA","Y",200,114,"MnPrv",115000
20,"RL",10356,"Reg","Lvl","CollgCr","1Fam","1Story",5,6,1975,1975,"HdBoard","HdBoard",0,"TA","CBlock","TA","TA","BLQ",716,"Unf",253,969,"TA","Y",969,0,969,0,1,1,3,1,"TA",5,"Typ",0,"TA","Attchd",1975,"Unf",2,440,"TA","TA","Y",0,0,"MnPrv",122000
20,"RL",13891,"Reg","Lvl","NridgHt","1Fam","1Story",8,5,2007,2008,"VinylSd","VinylSd",436,"Gd","PConc","Ex","TA","GLQ",1400,"Unf",310,1710,"Ex","Y",1710,0,1710,1,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"RFn",3,866,"TA","TA","Y",0,102,"MnPrv",372402
